phone_no_m,city_name,county_name,idcard_cnt,label,arpu_mean,arpu_std,arpu_min,arpu_max,arpu_range,arpu_trend
fd74ea3c10279c57b36fe20117df621976034b80255420eb29020451673ee849b25b453311a199226813450d295bcc2466df07d08f0384567ab46a294aa4dff4,广安,岳池县分公司,4,0,1.1020672158624236,0.20999024942862926,0.7581609940281279,1.384258136489204,0.6260971424610761,0.02958750707902441
99310554ef73007c32fc9b7d376726b0da9d6d57747bccbc7288a772dc63e891bf53126ffe87e66fa3502e3f8341b578f5212a41d86ef9ebcb76380e876dbfdf,南充,仪陇分公司,2,0,-0.37833354726007484,0.03801241517048906,-0.4435017048597514,-0.340775816960255,0.10272588789949638,-0.008251344904933238
bceae2602111c30db3885cbb929e68d025f637691bce3776da3858f1ef0b3c9b98ae6fcfd4491881cbb1611d6fda7b44c4163cc451f48156499c629c0f62f952,达州,通川区分公司,1,0,2.3656038203652194,0.7718503116447275,1.2689501950815298,3.846642292969261,2.577692097887731,-0.19601737302385266
dc366a0235ac9e14aad09093c9d9e9e57c17a966c2e0ed06ed0e557c3711b9085fa8c0d1cbf9afbf483156c0a4f2011c3dca65a72147f5fdedea60842078bd88,自贡,荣县分公司,2,0,0.3048195070282723,0.14765745256331844,0.0519316851172813,0.5416981141365831,0.4897664290193018,0.016186449268797733
124911827db9c2ca0a17ebb423e9a9f1a2c333a669952507ae68db21a6ac014ef3981cec9b1f9111bd2a3dda798bddf1ea0315bdcd847ffab1213f8f68831aaa,天府新区,直管区,4,1,1.0577649235532751,1.1408175824718414,0.0705639130040119,2.655902774362997,2.585338861358985,-0.20773687119564305
425af8f2bf8c832d4d091d478c104b5f983ed9ed1ba9d7b563cd426bbfa53af8896a79acf44024a6b553e22f405fb29ca1b6aeaaa93e6baa92139d45dc4dfe2b,德阳,罗江分公司,1,1,-0.6638400750647737,0.06397736950643171,-0.7443074210814401,-0.5496546232649879,0.19465279781645217,0.002141697533288657
643f65ebad77220970428475cac6811d5d397136d2e16deaf86220376bc588388f6891fc3b4df04b72c2443de06e12e93b13e66f0a4ddf19cdd42339ee08e433,成都,彭州分公司,4,0,-0.6697578290476144,0.0649827685919674,-0.7532464588748204,-0.5537373866443897,0.1995090722304308,0.0015028001037789966
97d8a96988167369f8986471ded58aeb04a0de0043fd0ae262b59d0e0b3647de8461f99417edf2c642835e70ef814bf94783e83c1292c465a756a10033882d18,自贡,自井分公司,1,0,0.115162136952996,0.08583352628374107,-0.0233331702247317,0.2334950406675995,0.2568282108923312,-0.02577074437469263
cdf8b5f08bd0a8e3c08fc58b394bc1146a8ebee636b80881666df5d503594d757c2b3b4429a01a3f50b62d7b372f8df6524f35549925ae5a39e31535c3431820,成都,锦江分公司,2,1,-0.46888918619302683,0.31345278839616336,-0.7698475290625268,-0.0127216126575503,0.7571259164049765,0.11329515441982184
e91fe75ae37074fb0a7965fac0181665ce88e14470b2c4a8ee669bd4d16eb427b754987c0b7d84ffec4a500786af0162ade0558fecaca071725382e26c0da34b,广元,利州区分公司,1,0,-0.38091492527975507,0.032402272766898776,-0.4405658756056497,-0.3415690087525587,0.098996866853091,-0.008950562515867233
effa96bfe62b1940086c5fa61bf74cee451ddadc63a38ffa13003a145bb7932275401ccbd06014f17c3c273067d60af1a9a0790b52522837d90829a5ab6d6083,遂宁,射洪分公司,2,0,-0.31179284825087417,0.049209475950545034,-0.3793676559294668,-0.2221143248316265,0.15725333109784032,-0.01410224672230979
73a17676be7be448f954bcae65e69706c5733a568a3b7f1990118af28af57841d4a9b578881aa7f1356ef404aa229e458611721f80e3792676f03998fbf424b8,雅安,雨城分公司,1,0,0.15094201112140615,0.17169191032937314,-0.041033681852748,0.4831918168847935,0.5242254987375415,-0.04940138769235873
